starid,name,country,magnitude,constellation,date
HD 37423,Bettie O'Hara ,USA,8.5,Aur,2014-10-19
HD 211806,Luvencio Soria,Spain,9.04,PsA,2014-10-24
HD 161852,Wayca Caballero,Spain,6.65,Sco,2014-10-25
HD 9165,Brigitte Fleischer,Germany,6.96,Cas,2014-10-30
HD 19139,Jozien van der Eerden,Netherlands,9.58,Eri,2014-11-01
HD 11702,Chan Hsiao,China,8.76,Hyi,2014-11-04
HD 29814,Karlie Boehm ,USA,8.44,Cae,2014-11-06
HD 79868,Sumayra Bata,Pakistan,8.18,Cam,2014-11-09
HD 222711,Olaya Zapata,Spain,9.46,Scl,2014-11-10
HD 92469,William Akankunda ,Nigeria,8.39,Hya,2014-11-13
HD 38104,Bruna Castro,Brazil,5.46,Aur,2014-11-14
HD 177254,Gabriel Barbosa,Brazil,8.52,Aql,2014-11-16
HD 225293,Karla Søndergaard,Norway,8.94,Psc,2014-11-18
HD 169306,Jamshed Meda ,India,7.89,Lyr,2014-11-21
HD 204121,Emily Schmidt,Denmark,6.12,Aqr,2014-11-23
HD 183582,Sophie Schweizer,Austria,9.69,Oct,2014-11-25
HD 190516,Broderick Miller ,Philippines,7.33,Aql,2014-11-26
HD 74494,Megan Howells,USA,8.91,Pyx,2014-11-28
HD 206095,Su'da Maroun,UAE,9,Gru,2014-11-29
HD 19126,Tiah Ju Thew ,Malaysia,8.5,Hor,2014-12-12
HD 115397,Sandra Madsen,Denmark,8.99,Cen,2014-12-14
HD 151541,Filomena Ferri,Italy,7.56,Dra,2014-12-20
HD 164213,Bill Kisitu ,Nigeria,7.33,Her,2014-12-23
HD 7082,Ken Moore ,United Kingdom,6.41,Phe,2014-12-26
HD 30165,Martina Tomčić ,Croatia,7.11,Cam,2015-01-07
HD 208184,Helia Bravo,Argentina,6.5,Ind,2015-01-08
HD 12697,Akil Touma,Saudi Arabia,9.69,Oct,2015-01-10
HD 3122,Paul Rohner ,Switzerland,8.62,Cas,2015-01-17
HD 121758,Owen Jackson ,United Kingdom,6.42,Hya,2015-01-18
HD 152192,Alethia Ballesteros,Spain,7.02,Sco,2015-01-20
HD 103974,Raharja Mandala ,Indonesia,6.77,Cen,2015-01-23
HD 24392,Kuyen Granados,Spain,9.12,Hor,2015-01-25
HD 44982,Wilhelm Bolliger ,Switzerland,9.3,Cam,2015-01-29
HD 212878,Franck Duhamel ,France,6.88,Tuc,2015-02-01
HD 24222,Amber Lamb,USA,8.98,Hor,2015-02-02
HD 9311,Ethel Jaime,Guatemala,7.23,Cas,2015-02-03
HD 29091,Manchu Kung,China,8.28,Cam,2015-02-05
HD 338926,Samah Shamon,Egypt,9.52,Vul,2015-02-11
HD 191707,Ilona Ershova,Russia,7.49,Aql,2015-02-18
HD 167244,Paula Schwarz ,Switzerland,8.04,Ser,2015-02-19
HD 221418,Primitiva Sedillo,Peru,9.62,Phe,2015-02-21
HD 184388,Janet Hermann ,USA,8.69,Aql,2015-02-25
HD 186196,Ara Waelchi ,USA,7.3,Cyg,2015-02-27
HD 232939,Raphaël Amrani ,Belgium,9.35,Cam,2015-03-01
HD 127449,Baldev Chaudhari ,India,7.75,Cen,2015-03-14
HD 185269,Martana Palastri ,Indonesia,6.67,Cyg,2015-03-17
HD 70407,Zhu Mai,China,7.78,Hya,2015-03-19
HD 3458,Awad Bazzi,Saudi Arabia,8.28,Cet,2015-03-21
HD 208215,Maryse Jetté,Canada,6.55,Gru,2015-03-23
HD 66472,Stanislav Rejman,Slovakia,8.13,Cnc,2015-03-30
HD 162297,Serhan Nebioğlu ,Turkey,7.56,Pav,2015-04-06
HD 35444,Bennie Leffler ,USA,9.01,Pic,2015-04-07
HD 12312,Stanford Johnson ,USA,7.56,Cep,2015-04-08
HD 178001,Laura Melo,Brazil,8.42,Dra,2015-04-22
HD 158824,Siham Hadad,Egypt,7.57,Her,2015-04-24
HD 33561,Antje Aachen,Austria,7.86,Col,2015-04-27
HD 15685,Angelina Bengtsson,Sweden,8.73,Cet,2015-04-28
HD 36522,Léon Noel ,France,7.76,Aur,2015-05-01
HD 30355,Clara Rocha,Brazil,8.54,Tau,2015-05-04
HD 84611,Kateřina Benešová,Slovakia,8.96,Vel,2015-05-06
HD 59006,Wazir Nader,Bangladesh,8.2,CMa,2015-05-09
HD 230585,Patrick Kristoffersen,Denmark,9.7,Aql,2015-05-12
HD 121911,Jonathan Morris ,United Kingdom,8.57,Hya,2015-05-13
HD 134237,Gabrielly Rocha,Portugal,8.78,Lup,2015-05-16
HD 67764,Demario Mohr ,USA,9.5,Car,2015-05-18
HD 88232,Vito De Luca,Italy,8.42,Leo,2015-05-19
HD 202262,Elena Grigoryeva,Russia,9.01,Cap,2015-05-20
HD 161796,Jawl Gaber,UAE,7.02,Her,2015-05-25
HD 200810,Jens Moench,Germany,9,Ind,2015-06-03
HD 70075,Anne Kristoffersen,Denmark,6.68,Pup,2015-06-04
HD 217476,Chhaya Dad ,India,5.1,Cas,2015-06-07
HD 32197,Kurnia Usamah ,Indonesia,9.16,Cam,2015-06-11
HD 188519,Hayden Russell,USA,9.97,Tel,2015-06-12
HD 196151,Eva Baker ,United Kingdom,7.44,Mic,2015-06-13
HD 119080,Paraskeeas Thithaskaloe ,Greece,8.68,Dra,2015-06-15
HD 2369,Afaf Shadid,Morocco,9.37,Cas,2015-06-20
HD 113833,Faustina Castellanos,Peru,8.8,Vir,2015-06-24
HD 209167,Paramita Kusumo ,Indonesia,5.65,Peg,2015-06-28
HD 38708,Amber Pearce,USA,8.06,Aur,2015-07-16
HD 32081,Franck Angélil,Canada,8.3,Pic,2015-07-23
HD 70624,Pirzada Radhakrishnan ,India,8.47,UMa,2015-07-28
HD 76881,Esther Bang,Denmark,8.27,Lyn,2015-07-31
HD 85442,Eero Liukko,Finland,8.97,Leo,2015-08-02
HD 133330,Dalma Valadez,Spain,7.04,Boo,2015-08-03
HD 216979,Antonino Milano,Italy,8.75,Peg,2015-08-04
HD 55233,Elí Maestas,Spain,7.89,CMi,2015-08-06
HD 91348,Mohamed Quitzon ,Philippines,8.63,Leo,2015-08-07
HD 23190,Katyerina Kramarchook ,Ukraine,6.83,Cam,2015-08-11
HD 95098,Charlotte Atkinson,USA,7.12,UMa,2015-08-12
HD 52511,Juliet Aurishaba ,Nigeria,9.23,CMa,2015-08-14
HD 96569,Jules Kub ,USA,7.3,Car,2015-08-19
HD 25637,Meriç Türkyılmaz ,Turkey,9.08,Men,2015-08-20
HD 151008,Murl Goyette ,USA,8.36,Oph,2015-08-22
HD 49876,Heike Eberhart,Austria,9.49,Pup,2015-08-28
HD 101861,Tegan Rice,USA,8.56,Crt,2015-09-01
HD 96048,Geranio Saavedra,Uruguay,8.96,Leo,2015-09-03
HD 91804,Kathrin Pfeffer,Austria,7.13,Ant,2015-09-07
HD 133049,Joseph Young ,United Kingdom,6.52,Aps,2015-09-12
HD 172436,Paulo Almeida,Portugal,8.64,Sct,2015-09-13
HD 54180,Martin Kuester,Austria,8.19,Vol,2015-09-16
HD 63656,June Hessel ,Philippines,7.8,Pup,2015-09-20
HD 222194,Ella Hudson,USA,8.5,Aqr,2015-09-22
HD 51984,Urbano Saldivar,Spain,9.36,CMa,2015-09-27
HD 132406,Eda Runolfsdottir ,USA,8.45,Boo,2015-09-29
HD 192428,Analía Carvajal,Spain,8.23,Cap,2015-09-30
HD 82462,Remington Kessler ,USA,8.31,Hya,2015-10-02
HD 121047,Leonora Bechtelar ,USA,8.75,UMa,2015-10-03
HD 223569,Sandra Overgaard,Norway,7.94,Cas,2015-10-08
HD 181210,Jamar Maggio ,USA,8.43,Lyr,2015-10-12
HD 28538,Drahomíra Slavíčková,Czech Republic,8.48,Cae,2015-10-16
HD 139307,Mukti Prakash ,India,7.36,Boo,2015-10-19
HD 141514,Dominic Nixon,USA,8.13,Lib,2015-10-27
HD 37358,Kaled Muñoz,Argentina,7.7,Ori,2015-10-29
HD 22114,Andrej Nguyen,Slovakia,7.6,Per,2015-10-31
HD 145289,Sabaa Shammas,Morocco,8.6,Ser,2015-11-01
HD 244591,Maira Amaya,Spain,8.52,Ori,2015-11-05
HD 222136,Isabella Lebedeva,Russia,8.58,Phe,2015-11-09
HD 182215,Abbie Barnett,USA,6.66,Tel,2015-11-11
HD 31095,Libby Matthews,USA,8.2,Cep,2015-11-13
HD 49838,Mada Almasi,Saudi Arabia,7.93,Gem,2015-11-17
HD 76462,Annett Gerber,Germany,8.16,Cnc,2015-11-22
HD 120302,Klaus Eberhardt,Austria,7.03,Vir,2015-11-27
HD 222729,Quincey Hemmen,Netherlands,8.63,And,2015-12-01
HD 76989,Sarah Brandt,Norway,9.36,Vol,2015-12-04
HD 40210,Bhola Malhotra ,India,6.9,Ori,2015-12-06
HD 18436,Tegan Richards,New Zealand,7.98,For,2015-12-12
HD 104239,Leonie Homenick ,USA,8.54,UMa,2015-12-13
HD 208121,Sonja Puikkonen,Finland,7.5,Cyg,2015-12-14
HD 165508,Eva Hálová,Slovakia,8.15,Oph,2015-12-20
HD 183295,Scarlett Walton,Australia,8.86,Pav,2015-12-26
HD 211118,Axel De Meyer ,Belgium,9.69,PsA,2015-12-31
HD 224538,Dina Agafonova,Russia,8.06,Tuc,2016-01-01
HD 133320,Jasmin Jepsen,Denmark,8.99,Lup,2016-01-03
HD 80578,Christopher Wilson ,United Kingdom,8.61,Cha,2016-01-04
HD 62558,Samuel Hussain,New Zealand,8.23,Pup,2016-01-05
HD 1721,Aishwarya Mukhopadhyay ,India,7.14,Scl,2016-01-07
HD 51420,Bo Shen,China,8.81,Gem,2016-01-11
HD 337556,Doris Bösch ,Switzerland,8.48,Lyr,2016-01-12
HD 113049,Kaija Inberg,Finland,6,Dra,2016-01-14
HD 166,Aaliyah Birch,New Zealand,6.07,And,2016-01-15
HD 12280,Lada Tychonova,Russia,8.21,Per,2016-01-20
HD 29502,Ryan Rocha,Portugal,7.33,Eri,2016-01-26
HD 93037,Fransisca Wolvers,Netherlands,8.49,Vel,2016-01-28
HD 150464,Fang Yin Chou,China,8.02,Her,2016-01-29
HD 11508,Azeem Bishara,Morocco,8.95,For,2016-01-31
HD 15608,Seppe Libert ,Belgium,9.63,Cet,2016-02-01
HD 77874,Mohan Kurian ,India,7.38,Hya,2016-02-06
HD 172360,Jacyntha Dudok,South Africa,8.45,Tel,2016-02-10
HD 106575,Robert Ondricka ,USA,8.62,Dra,2016-02-11
HD 164022,Suci Zulaika ,Indonesia,9.06,CrA,2016-02-12
HD 62834,Covadonga Zúñiga,Peru,7.1,Mon,2016-02-16
HD 9226,Arthur van Iersel,South Africa,9.54,Cet,2016-02-24
HD 134887,Alicia Lamb,Ireland,9.07,Lib,2016-03-10
HD 122537,Isabella Marshall,Australia,9.38,Cen,2016-03-14
HD 35968,Nadia Parthiban ,Malaysia,8.05,Ori,2016-03-19
HD 5820,Sebastian Schütz ,Switzerland,6.14,Psc,2016-03-24
HD 187284,Tilly Carroll,USA,6.53,Aql,2016-03-25
HD 17327,Fredek Csordás,Hungary,7.46,Cas,2016-03-28
HD 34745,Yogesh D’Alia ,India,7,Ori,2016-04-04
HD 88529,Paul Wulf,Germany,8.63,Dra,2016-04-05
HD 110996,Secondo Lucchese,Italy,8.56,Crv,2016-04-08
HD 21158,Tarub Kanaan,Bangladesh,8.75,Tau,2016-04-13
HD 281537,Gyeonghwan Yu ,South Korea,9.16,Per,2016-04-14
HD 167880,Emmanuel Atuhire ,Nigeria,9.02,Ser,2016-04-15
HD 60475,Cai Ko,China,8.44,CMi,2016-04-17
HD 106375,Florentijn Drok,South Africa,8.76,Cen,2016-04-19
HD 43015,Victor Lecomte ,Belgium,8.7,Cam,2016-04-24
HD 154901,Danuja Dabukke ,Indonesia,7.25,Ara,2016-04-28
HD 166578,Martina Pisano,Italy,6.67,Dra,2016-05-02
HD 165846,Furat Almasi,UAE,7.99,Her,2016-05-11
HD 191703,Hyeongcheol Jin ,South Korea,7.12,Cyg,2016-05-20
HD 6962,Laras Mayasari ,Indonesia,7.3,Cas,2016-05-22
HD 20446,Andres Shanahan ,USA,9.18,Eri,2016-05-24
HD 220993,Annerie Moll,South Africa,9.34,Phe,2016-05-27
HD 138296,Chloe Barlow,New Zealand,8.62,Lup,2016-06-01
HD 157252,Pascua Ruvalcaba,Spain,8.38,Aps,2016-06-03
HD 137884,Nela Ledesma,Argentina,7.11,Ser,2016-06-04
HD 135386,Eveliina Päivärinta,Finland,7.47,Ser,2016-06-07
HD 149556,Alice Angelo,Italy,8.52,TrA,2016-06-08
HD 147775,Ju Pan,China,7.56,Oph,2016-06-09
HD 283,Caresse Chastain,Canada,8.7,Cet,2016-06-10
HD 73263,Ning Liu,China,8.23,Hya,2016-06-11
HD 82346,Jelle Bogaerts ,Belgium,7.11,Vel,2016-06-16
HD 89119,Darryl Nicolas ,USA,8.97,Ant,2016-06-17
HD 11088,Aline Rodrigues,Brazil,7.37,Cet,2016-06-19
HD 217689,Jade Collard ,Belgium,8.31,Oct,2016-06-20
HD 217073,Ghanim Morcos,Morocco,6.64,Lac,2016-06-22
HD 144254,Andrée Mendes ,France,7.79,Sco,2016-06-24
HD 130885,Roni Åkesson,Sweden,8.05,Cir,2016-06-27
HD 8371,Zemfira Tokareva,Russia,9.53,Scl,2016-06-29
HD 124812,Ansley Gleason ,USA,6.62,Cen,2016-07-02
HD 220750,Inga Yusupova,Russia,7.02,And,2016-07-06
HD 94622,Jonneke Mekenkamp,South Africa,9.51,Vel,2016-07-10
HD 40625,Martina Panušková,Czech Republic,8.56,Dor,2016-07-21
HD 113140,Anjana Pathak ,India,8.14,CVn,2016-07-22
HD 75482,Maimoona Najjar,Saudi Arabia,8.77,Vel,2016-07-26
HD 138326,Lucie Vrzalová,Czech Republic,9.81,Lup,2016-08-05
HD 37591,Nao Tia Ting ,Malaysia,8,Ori,2016-08-07
HD 120366,Karin Beyer,Austria,9.74,Vir,2016-08-13
HD 32789,Shanie Rowe ,USA,7.19,Lep,2016-08-17
HD 51279,Sebastian John,Australia,8,Mon,2016-08-22
HD 1251,Erik Meyer,Germany,9.18,Phe,2016-08-25
HD 16404,Marie Kadlecová,Slovakia,7.59,For,2016-08-26
HD 137722,Jeuel Riojas,Mexico,7.68,Ser,2016-08-31
HD 36046,Fani Rolón,Uruguay,8.06,Ori,2016-09-01
HD 139543,Dong Tu,China,8.26,Lup,2016-09-07
HD 175737,Olivia Davey,Australia,9.52,Tel,2016-09-08
HD 171840,Isabelle Walsh ,United Kingdom,7.29,Sgr,2016-09-09
HD 13247,Makara Puspita ,Indonesia,8.05,Tri,2016-09-10
HD 9598,Catena Bergamaschi,Italy,8.03,Phe,2016-09-27
HD 85658,Kyle Donnelly,USA,8.94,UMa,2016-09-28
HD 157708,Nora Zito,Italy,7.63,Sco,2016-10-01
HD 98636,Marina Pereira,Brazil,8.82,Cen,2016-10-04
HD 213036,Frédérique Reynaud ,France,7.83,Lac,2016-10-07
HD 3809,Yue You P'eng,China,6.75,Scl,2016-10-10
HD 13555,Oliver Talbot,New Zealand,5.23,Ari,2016-10-16
HD 222978,Tegan Allan,USA,6.56,Peg,2016-10-17
HD 166891,Belinda Barese,Italy,7.91,Tel,2016-10-21
HD 340224,Naomi Banks,New Zealand,9.53,Vul,2016-10-27
HD 96420,Laura Parkinson,New Zealand,8.22,Crt,2016-10-30
HD 28816,Jiao Yao,China,8.51,Cam,2016-11-04
HD 100906,Anouk Vermeulen ,Belgium,9.65,Crt,2016-11-06
HD 125796,Sabel Fernández,Uruguay,7.4,Boo,2016-11-09
HD 104377,Shirly Vergara,Mexico,9.27,UMa,2016-11-10
HD 168532,Melyna Russel ,USA,5.3,Her,2016-11-11
HD 77268,Boris Shinkaryenko ,Ukraine,8.2,Hya,2016-11-12
HD 179366,Kristin Muench,Germany,5.52,Pav,2016-11-18
HD 68951,Chyou Yü,China,6,UMa,2016-11-20
HD 226401,Lalita Simanjuntak ,Indonesia,9.3,Cyg,2016-11-26
HD 34134,Lore Maréchal ,Belgium,8.96,Ori,2016-11-27
HD 158258,Patricia Dos Santos ,France,9.26,Aps,2016-12-01
HD 215454,Mariya Zaitseva,Russia,9.6,Gru,2016-12-02
HD 187258,Silvana Fiorentino,Italy,7.59,Sge,2016-12-03
HD 146234,Tanja Pabst,Germany,7.88,Sco,2016-12-11
HD 90425,Guan-yin Tuan,China,8.76,Car,2016-12-21
HD 114611,Reto Wagner ,Switzerland,6.89,Vir,2016-12-22
HD 122105,Noah Ammann ,Switzerland,9.12,Vir,2016-12-26
HD 58306,Samihah Daher,Iran,7.27,CMa,2016-12-27
HD 86195,Verbena Mata,Cuba,6.99,Ant,2016-12-28
HD 57301,Silje Christiansen,Denmark,7.81,Pup,2016-12-30
HD 137870,Blanche Kiganda ,Nigeria,7.16,Boo,2017-01-06
HD 192002,Benjamin Schmitt ,France,8.48,Cyg,2017-01-09
HD 55761,Rémy Brunel ,France,8.35,CMa,2017-01-13
HD 147956,Merlin Noriega,Argentina,8.34,Sco,2017-01-20
HD 217106,Henriette Delannoy ,France,9.58,Peg,2017-01-22
HD 222234,Fiorenza Trentini,Italy,9.19,Scl,2017-01-23
HD 174521,Namita Mammen ,India,8.02,Sgr,2017-01-27
HD 59868,Nina Poulsen,Denmark,7.84,Pup,2017-01-28
HD 60747,Liv Mathiasen,Denmark,8.33,Pup,2017-01-30
HD 113852,Hanne Roels ,Belgium,5.63,Cen,2017-01-31
HD 40720,William Clayton,USA,7.93,Col,2017-02-02
HD 46653,Beatriz Souza,Brazil,8.72,Pic,2017-02-04
HD 69311,Keira Ferguson,USA,7.87,Lyn,2017-02-08
HD 144683,Gregory Nuwagaba ,Nigeria,8.99,Ser,2017-02-09
HD 161543,Jainy Adriaensen,Netherlands,8.84,Oph,2017-02-11
HD 81439,Christine Bañuelos,Columbia,7.43,Lyn,2017-02-12
HD 89471,Ayyad Kouri,Saudi Arabia,7.73,Leo,2017-02-14
HD 3556,Zite Delgadillo,Spain,8.77,Psc,2017-02-15
HD 6833,Ilian Canales,Spain,6.75,Cas,2017-02-17
HD 152814,Elinor Lindberg,Sweden,7.95,Her,2017-02-22
HD 216238,Ai Ch'en,China,8.91,Tuc,2017-03-02
HD 76400,Zoya Kirkels,South Africa,8.76,Hya,2017-03-03
HD 99145,Elias Hofer ,Switzerland,6.5,Cen,2017-03-05
HD 128387,Naja Christoffersen,Denmark,9.14,Boo,2017-03-07
HD 14850,Marie Kubínová,Slovakia,8.43,For,2017-03-08
HD 131218,Guadalberto Viera,Peru,8.71,Aps,2017-03-09
HD 205954,Gracie Austin,Australia,7.57,Peg,2017-03-11
HD 16270,Gabrielly Araujo,Brazil,8.34,Cet,2017-03-15
HD 112153,Rubina Vargas,Spain,8.64,Vir,2017-03-16
HD 38679,Stephanie Ackermann,Austria,8.12,Lep,2017-03-20
HD 126034,Audrey Brunel ,France,8.7,Vir,2017-03-21
HD 140667,Hayud Haik,Egypt,7.53,Ser,2017-03-22
HD 20027,Mamduh Asfour,UAE,8.68,Eri,2017-03-24
HD 138675,Julien Da Silva ,France,7.91,Lup,2017-03-26
HD 116957,Karin Propst,Germany,5.88,CVn,2017-03-27
HD 133316,Victoria Nash,USA,8.03,Lib,2017-03-29
HD 212801,Lars Baumgartner ,Switzerland,7.68,PsA,2017-03-30
HD 118325,Courtney Phillips ,United Kingdom,8.39,Mus,2017-03-31
HD 54298,Ayyad Naser,Saudi Arabia,8.69,Gem,2017-04-02
HD 112313,Athir Shadid,Saudi Arabia,8.89,Com,2017-04-05
HD 265379,Erin Hamilton,USA,8.83,Gem,2017-04-06
HD 101995,Olga Aliyeva,Russia,6.1,Cen,2017-04-10
HD 102865,Laisha Stark ,USA,7.66,Cen,2017-04-17
HD 5976,Emelinda Sanabria,Spain,9.56,Cet,2017-04-22
HD 254241,Ryder Hahn ,USA,8.74,Ori,2017-04-25
HD 218259,Luiza Santos,Brazil,6.76,And,2017-04-30
HD 43907,Kenari Nashiruddin ,Indonesia,8.69,Gem,2017-05-01
HD 91405,Hennie Donderwinkel,South Africa,8.92,Vel,2017-05-04
HD 104785,Marek Kraus,Czech Republic,7.7,Com,2017-05-05
HD 206855,Quichauel Cerda,Spain,7.66,Gru,2017-05-08
HD 199306,Aslijan Wibowo ,Indonesia,6.96,Cep,2017-05-09
HD 66030,Valentina Tikhonova,Russia,9.06,Car,2017-05-12
HD 16008,Arnaude Nicolas ,France,8.61,Cet,2017-05-13
HD 129359,Ryann Kunde ,USA,8.84,Vir,2017-05-22
HD 42690,Annukka Paasilinna,Finland,5.06,Mon,2017-06-03
HD 38246,Khairy Almasi,Iran,7.92,Aur,2017-06-07
HD 131301,Anan Dagher,Saudi Arabia,7.84,Boo,2017-06-11
HD 193446,Lara Jackson,USA,7.66,Vul,2017-06-12
HD 168796,Colomba Alarcón,Guatemala,7.88,Her,2017-06-13
HD 161811,Helmi Valle,Finland,8.38,Ara,2017-06-14
HD 6346,Tomáš Vopat,Czech Republic,8.21,Psc,2017-06-16
HD 115428,Darina Nikitina,Russia,7.82,Vir,2017-06-22
HD 111016,Michel Delgado,Uruguay,7.95,Crv,2017-06-23
HD 149718,Floriana Puga,Columbia,6.84,Dra,2017-06-25
HD 314031,Liv Karlsen,Denmark,9.87,Sgr,2017-07-04
HD 131448,Gretel Macías,Spain,9.1,Boo,2017-07-07
HD 210382,Yeongsik Hwang ,South Korea,9.51,Gru,2017-07-12
HD 84922,Oliver Rohrer ,Switzerland,8.01,Ant,2017-07-13
HD 20342,Lara Araujo,Portugal,9.55,Hor,2017-07-14
HD 119612,Adélaïde Andre ,France,8.33,Cen,2017-07-15
HD 150351,Delphine Koppenol,Netherlands,9.01,Sco,2017-07-19
HD 97503,Lorena Matić ,Croatia,8.7,Leo,2017-07-21
HD 238264,Ana Yulianti ,Indonesia,8.71,UMa,2017-07-24
HD 217165,Aleida Gil,Spain,7.67,Peg,2017-07-26
HD 19833,Jayda Smitham ,USA,7.46,Ari,2017-07-30
HD 155902,Tevin Muller ,USA,6.98,Dra,2017-07-31
HD 158393,Aimé Parent ,France,8.49,Sco,2017-08-01
HD 161940,Albracca Richard,Canada,9.27,Oph,2017-08-03
HD 237903,Victoria Nilsson,Norway,8.69,UMa,2017-08-06
HD 219943,Holly McLean,USA,8.78,Ind,2017-08-07
HD 115266,Tia Brennan,USA,8.72,Mus,2017-08-08
HD 26723,Hua Hsueh,China,9,Eri,2017-08-15
HD 775,Kalevi Parnela,Finland,7.95,And,2017-08-17
HD 196347,Alice Simpson,Australia,7.84,Cap,2017-08-18
HD 30098,Matthaios Sitheres ,Greece,8.98,Per,2017-08-24
HD 8838,Dyanne Bloemers,South Africa,8.74,And,2017-08-27
HD 4822,Elena Grigoryeva,Russia,9.47,Cet,2017-08-30
HD 89420,Jasmina Lundin,Sweden,7.59,Hya,2017-09-01
HD 133666,Nunah Srour,Saudi Arabia,6.86,Dra,2017-09-10
HD 285,Jonas Amsel,Austria,7.48,Phe,2017-09-15
HD 183197,Joona Heinilä,Finland,8.31,Sgr,2017-09-19
HD 13579,Natalya Duarte,Mexico,7.13,Cas,2017-09-20
HD 71389,Chloë Ketelaar,South Africa,7.15,Lyn,2017-09-21
HD 216146,Rhys Stevens,Australia,8.58,Aqr,2017-09-22
HD 7376,Tatyana Tretiakova,Russia,7.15,Cet,2017-09-26
HD 177463,Gái Hồ,Vietnam,5.4,Aql,2017-09-27
HD 37439,Tamara Bazarova,Russia,6.42,Tau,2017-10-01
HD 142429,Hampus Olofsson,Sweden,7.75,Lup,2017-10-02
HD 193313,Yağız Sezek ,Turkey,7.78,Vul,2017-10-03
HD 74784,Rut Verdugo,Uruguay,9.32,Hya,2017-10-05
HD 173219,Natasha Welch,Ireland,7.82,Sct,2017-10-09
HD 164750,Lorena Keller ,Switzerland,8,Aps,2017-10-13
HD 29803,Izydor Kwiatkowski,Poland,8.86,Cae,2017-10-14
HD 63210,Peter Holt,USA,6.7,Gem,2017-10-15
HD 25373,Safaa Maroun,Algeria,7.61,Per,2017-10-21
HD 9718,Shi Ch'eng,China,9.73,Phe,2017-10-22
HD 36885,Saad Koury,Saudi Arabia,7.78,Ori,2017-10-26
HD 104267,Aartie Lucas,Netherlands,7.84,Hya,2017-10-30
HD 70469,Liliana Rendón,Uruguay,8.86,Vol,2017-11-06
HD 26625,Iftikar Toma,Pakistan,6.41,Eri,2017-11-08
HD 60849,Thuwaybah Abboud,Siria,8.74,Gem,2017-11-14
HD 18305,Waleria Gorska,Poland,8.84,Eri,2017-11-15
HD 193765,Sonia Cruz,Spain,8.06,Cap,2017-11-17
HD 10510,Nelda Koch ,USA,7.72,Cet,2017-11-20
HD 194597,Sonja Magnusson,Sweden,7.39,Del,2017-11-22
HD 208740,Mandy Morris ,United Kingdom,9.57,Ind,2017-11-26
HD 3148,Karam Ganem,Saudi Arabia,8.41,Cas,2017-11-27
HD 18218,Thomas Dubois ,Belgium,8.52,Eri,2017-11-28
HD 198000,Gabriel Stewart,USA,8.58,Aqr,2017-11-29
HD 213372,Sabrina Napolitani,Italy,7.78,Peg,2017-11-30
HD 111953,Zizi Purwanti ,Indonesia,6.88,Mus,2017-12-03
HD 132130,Samiyah Antar,Pakistan,7.91,Boo,2017-12-06
HD 206041,Sophia Nelson,USA,7.57,Cyg,2017-12-11
HD 275376,Elisa Mönkkönen,Finland,9.47,Per,2017-12-12
HD 204166,Meris Menchaca,Spain,8.16,Mic,2017-12-13
HD 126659,Suzette Gingras,Ivory Coast,9.2,UMa,2017-12-16
HD 232199,Logan Norman,Australia,9.66,Cas,2017-12-17
HD 116742,Kassandra Gleason ,USA,8.46,Hya,2017-12-22
HD 161321,Harcourt Ferland,Canada,6.18,Her,2017-12-25
HD 128079,Concordia Correa,Mexico,8.85,Vir,2017-12-26
HD 40575,Consolata Piazza,Italy,9.47,Mon,2017-12-30
HD 73759,Susan Guillet ,France,7.9,Lyn,2018-01-01
HD 108405,Hanspeter Moser ,Switzerland,9.28,Cen,2018-01-05
HD 24423,'Ataa Amari,Algeria,8.27,Tau,2018-01-10
HD 162602,Lida Guajardo,Spain,8.69,Sgr,2018-01-15
HD 19553,Kulus Atiyeh,Siria,8.15,Eri,2018-01-18
HD 191662,Georgina Oliver,Ireland,8.27,Sgr,2018-01-19
HD 155518,Mishael Kassab,Saudi Arabia,9.62,Sco,2018-01-23
HD 189788,Marie Deniger,Canada,8.21,Sgr,2018-01-26
HD 138304,Océane Delvaux ,Belgium,8.44,Boo,2018-01-28
HD 93992,Jan Vítek,Slovakia,8.84,LMi,2018-02-03
HD 46659,Jodie Begum,USA,7.06,Gem,2018-02-07
HD 59664,Suhaym Harb,UAE,7.87,Cam,2018-02-10
HD 102930,Garrison Baumbach ,USA,7.89,Crt,2018-02-11
HD 18450,Zhen Juan Li,China,8.21,Ari,2018-02-14
HD 208512,Maurizio Brito,Peru,9.23,Cyg,2018-02-17
HD 101426,Maram Handal,Pakistan,8.88,Vir,2018-02-18
HD 52171,Gabrielle Barros,Brazil,8.77,Pup,2018-02-19
HD 130094,Barirah Atiyeh,UAE,8.98,Hya,2018-02-21
HD 211999,Hawwa Sarkis,Siria,9.4,Cep,2018-02-27
HD 14104,Rhett Yundt ,USA,8.1,And,2018-03-01
HD 4145,Natalie Bühler ,Switzerland,6.01,Cet,2018-03-10
HD 20290,'Asriyah Atiyeh,Pakistan,6.61,Eri,2018-03-11
HD 189362,Nicole Lebrun ,France,8.97,Sgr,2018-03-14
HD 11936,Maša Novaković ,Croatia,8.71,Eri,2018-03-15
HD 62764,Muddaththir Sabbag,UAE,8.8,Lyn,2018-03-26
HD 109204,Candy Quezada,Argentina,8.31,Vir,2018-03-30
HD 13617,Simon Suter ,Switzerland,8.88,Phe,2018-03-31
